doc_id,text
121,"It's a surprise you havent caught on yet. It's noothingg personal, you're an embaarrassment"
122,"Tune into next Tuesday at noon, when Cynthia Lin interviews a panel of local Waldorf teachers and parents in Madison."
123,"Yesterday was 420 known for smokin Kush, Today is 421 the day of the Drug Test....Hahaha."
124,Sometimes you will go through so much just to get disappointed in the end.”
125,"We don't always refuse to move our gear into the venue, but when we do we make sure to mock our roadie in the process."
126,enjoy Pujols while you still can. He'll be in a cubs uniform next year
127,If you are following me and I'm not following back let me know so I can fix it...love you all :-)
128,You know it. 
129,word? Where at?
130,"I haven't decided if I'll let you save my life, or if I'll drown."
131,"Tried to send this before, don't know if you got it. Try a 'Hybrid'. Great for first time owners. They are hard shelled trailers."
132,Still waiting at the doctor's office.
133,you're bad at math...
134,"Currently listenin to 's ""Back to Black"" album (in its entirety). Such a well composed/arranged/concept yet original album. YAS"
135,"Waiting for a burglar to cut your phone line and defeat your alarm before you call us? Wireles monitoring for $25 a month, get secured!"
136,I have always wanted to visit the Moors in Eastern Britain. Very haunting.
137,"have you gone to the Woodman exhibition yet? I really want to go, care to join me and get tea later? xx"
138,that makes a lot of sense. The question: what was emancipation? was always at the forefront of our minds. (1)
139,"Josh Rife score for off Oliviero assist, cuts lead to 6-4"
140,"In Cuba, ceviche is often made using mahi-mahi prepared with lime juice, salt, onion, green pepper, habanero pepper, & a touch of allspice"
141,"""The frontiers of a book are never clear-cut: ... it is a node within a network."" Foucault - Archeology of Knowledge (via John Walsh)"
142,anyone who watches Impractical Jokers deserves a follow
143,"whatever. no you're not. i understand that you'd rather be there. so, it's okay."
144,now why would u put that mess up there?
145,Good Night All! Be Blessed!
146,Somebody better get they nappyheaded kids away from me fore i steal on em !
147,Being a 7-11 expert. They have had them for awhile. But they don't really freeze well. It is a tragedy beyond anything - EVER
148,"""when I was a sprout"" oh pop."
149,"The library-as-tavern idea has occurred to me, as well. In what specific ways do we want our "
150,I forgot most of then haha
151,Thank you and be blessed in your walk as well!!!
152,you're perfect.
153,We are all connected to one another in the heart.
154,"Looking back at old.messages and thinking "" Man , have I really changed."""
155,You are my favorite menswear designer! Was at your Williamsburg Brooklyn outlet store yesterday.
156,miss u. Hope we can get together soon.
157,lol I know right ... Lol when that person told me that I was like ._. ... -.-
158,false I threw five in your car
159,"thanks for the follow Your Neighborhood Plumber for NYC, We never extra for nights, weekends, holidays or emergencies...24/7"
160,This has been the scariest/saddest/weirdest/creeperist week ever. I feel like know one cares for me. sometimes I wish you could just rewind.
161,I had to ask a grown woman not to change her baby on the restaurant table. 
162,Its cuz im a real nice person (:
163,"Yeah, it looks like Facebook will stream all 9 pre-lims. It also says the pre-lims will be on Fox Sports too."
164,I heard a rumor.. is it true Ryan and krissie are expecting again?
165,just help me get my name out there and I'll get you the tickets
166,Was thinking the exact same thing. (last RT)
167,I love you zack morris RT : It's alright because I'm saved by the bell.
168,Had some of the Smokey Mtn. Pretty good. A little less kick I think. : have you tried any of the legal moonshine
169,Yu would rather fight with the devil in hell over the last ice cube than to fuck wit me lmfao
170,"Yeah, I think it's mostly about the sex."
171,I fucking hate construction.
172,Watching clueless and I think I finally get all the jokes about high school when I'm 10+ years out of high school
173,Board approves recommendation unanimously without discussion
174,Rasp game Kathleen Turner
175,Everybody in the class is laughing at this part and I had no idea what was said :p
176,"That's a Blackboard competitor, right? How does it compare?"
177,Giants are dominating I can't believe Sánchez has 8 k's and only th
178,oh my god he loved us
179,: how about letting yur fans text n pay their orders on thier phone?
180,1st Waterford Lakes Latin Festival performers will be announced in the next week so stay tuned to www.wix.com/waterfordlakes/latin-festival
181,awesome sauce :) ...how bout yous??
182,downloading some random program so I can do one project.
183,"oh fashion designers, why do you overflow my twitter. <3"
184,"I got *cut* off, that's sadder by far..."
185,I'm on my SNB right now. Watch out fashion week. Key: (Satisfied nigga bullshit)
186,You ain't say a place or time. You just gave a date and cause...
187,Although I'm against the flu shot I'll get it for you
188,Let me guess...... Are u watching
189,"Without wonder and insight, acting is just a business. With it, it becomes creation"
190,". I cannot stand T-Mac, Wheels and Sarge toting the company line. The announcers should be like fans, not bureaucrats"
191,justins shirtless photoshoot video literally made me want to jump through the computer and rip his pants off ok
192,I'm following and we love u (:
193,"I don't know specifics of Covey's situation, but I do know diabetes can effect your whole life. Possible he's adjusting?"
194,"Ah, yeah, ur right, they suck. I'll never forget the in-text citations in my papers! They stuck out like sore thumbs"
195,"Drew did NOT deserve to go home, I am literally crying right now from watching her elimination :'("
196,Anytime cupcake❤❤
197,Good sleeping weather...
198,he said he didn't have a phone or Facebook?
199,forgot to mention this sexy profile pic! What r u watching?
200,Ordering iPhone cases >>
201,"i never tried it, i've been wanting to..but i do like couscous!"
202,Wow! That's pretty awesome. I have a Foulke jersey and nobody understands why. Hello?! Final out!! To Doug M no less... :)
203,I haven't tweeted in a few days. My sweet Mom has been in the hospital. All the prayers from everyone has helped her. Thank's to everyone!
204,Finally sitting
205,"Okay, ignoring Twitter soon, lest I get jealous of all the riders. Happy transiting, LA!"
206,Happy New Year's Eve? What is on the agenda tonight?
207,Loving the new hair!!
208,Baby you da - you da best. Da best I Eva had.
209,Could I please get a quote on how your spirituality had an impact on your college athletic career?
210,I hate basketball that game was a nightmare
211,Lincecum looking for some get right...
212,"The brain does the thinking, but the heart knows more about love than the mind can ever comprehend."
213,“: Next 2O people to follow --> <-- they will be promoted to my followers now x5”
214,Tight deadline project for prof who never checks email/voicemail. Hit snag & need response from him. It's his fault if it doesn't get done.
215,: Playing in the dirt again?
216,"Either way, I want it between the spot and the six."
217,"Nice!! Awesome!! Ok, now I have to write my feature and write some shorts as well, gotta keep pace. How'd the shorts come about?"
218,dm me your email address bro
219,"Anyone else having trouble creating posts in Wordpress today? Won't upload photos, won't show me old posts. What gives?"
220,thanks bro! It's been about a month now but still not Twitter literate! Thanks Sis!!!!!!
221,We like emails. Looks like we might have some big plans coming up....
222,"""Loose nut"" is the official cause of the 45 min flight delay, discovered after we boarded the plane. Hope it isn't the co-pilot."
223,There's a REASON I use Bucky Katt for my avatar.
224,"“: Admit It, we've all recorded ourselves singing to see if we could actually sing.” "
225,"A: The motivations behind about six thousand years of real and imagined human experience, to start."
226,"Productive day today! Booked 3 fashion shoots, and one high end condo shoot- Maybe now I can leave the apartment- HA!"
227,Glad you liked the game :) bummer that it was buggy for you. What did it do to your taskbar?
228,"Adding the ""ancient """
229,I been saying bang bang for the past 3 weeks
230,Yayy one more day and ill be back at home ...
231,Yea boy
232,Being held hostage at Swope Auto. Why does it take all day to buy a used car?
233,If you were to count off 1 billion seconds it would take you 31
234,Going to hear talk about her book The New Southern-Latino Table tonight
235,probably right....I'm not cryin for him.
236,Thanks for the 
237,is on FIRE playing the Vivaldi with ! Amazing.
238,"You graduated unlv(probably in the 80's, when they mattered) yet you're on twitter arguing. Man your education didn't teach when"
239,Knee surgery for Puyol which means he won't be playing in next month's European Championship. Unfortunate news for such a good defender.
240,"Great read: Zygmunt Bauman's Work, Consumerism and the New Poor."
241,I know right?
242,Here's To The Girls Who Have Blue Eyes:)
243,HAPPY BIRTHDAY ! ♥.
244,Thank you for the RT and for the kind words. :)
245,THANKS for following! ***
246,Really? Before the season after the Chandler trade everyone thought they might be a 5th or 6th seed. They underachieved man
247,Home alone....well there's only one thing to do!! *Plays Moving On full blast*.....BEST DAY EVER!!!!!!!!
248,"oh em gee, I got til Saturday! MAN UP"
249,Harvard Libraries major restructure. Very scary. Will def be following
250,"ok, ok, ok!! I rescind my last tweet! Tweeps love their hashtags ;)"
251,“Mst things in life R moments of pleasure & a lifetime of embarrassment; photos R a moment of embarrssment & a lifetime of pleasure.” - T.B.
252,welcome to the twittersphere
253,well its about time! lol
254,“ “ I'm ride for my nigga! Cause he always there no matter what!””
255,Long time my love...How are you?
256,"I'm pretty bummed that one of my happy places, The Givin House, is closing. Now I'll be back to haunting WIlliams Sonoma."
257,"I have seen them in concert more times than I can count, that concert was the best one!"
258,uh so do you want to meet up at your house first?
259,"definitely thinking about it!! I'd be here for 4 years rather than 3.5, but literally I should be thankful for that hah"
260,Sometimes the best move is a bold one...I love it when an executive requests an emailing explaing why I am worth a damn
261,"i'm listening to Kim Deal on Wait Wait, Don't Tell Me! She's awesome!"
262,Dyed hair! C:
263,hahah I always knew lol :)) oh and OKC is gonna stomp the lakers )
264,I will not say to to seeing the Cure.
265,lmao no :p you're still gonna have to crash my wedding tho
266,"whatever brah, ill do pushups in 110 degree weather."
267,Heading out to Minneapolis for the Best Buy Classic Tourney
268,Of course U Already kno.
269,hahaha that's funny man
270,Is Dumb And Dumber a respectable film? haha
271,"By the way, after 14 point loss at MSU Feb 16th, I thought Badgers were likely headed for early exit in NCAA tourney"
272,about time ! No more blackberry !
273,Wet Ultra Lounge Hip Hop Concert tonight call Sarah 915-449-2066
274,"Please follow me? I would do the best day of all, please.-34"
275,its not.. & I'm freakin' pissed!
276,Leadership is often about shaping a new way of life
277,Even up...4 rounds each
278,Happy Friday to you too!
279,Do you have skin care questions you have always wanted to ask an expert dermatologist? Shoot 'em at me!
280,that's true!! Precisely right.
281,At the Tigers game!
282,Built a custom Facebook Fan Page for Melloy Dodge. Put their page up & they secured an appt the same day. They sold the car that weekend!
283,"""It is our choices...that show what we truly are, far more than our abilities.---J.K. Rowling"
284,Linkedin takes you people shopping. So odd. It presents all these people to connect with--like a connection buffet! I window shop & click
285,"In a ""tips for working with stressed students"" workshop presented by Great information to help our office serve our students"
286,Cool piece on LIKE WATER FOR CHOCOLATE-Banned in Arizona!
287,wassup wit ya
288,"Now within the city limits, but what the heck is going on on the Bay Bridge today?!"
289,you are very welcome.
290,Take care of your body- It’s where you live- InSpotter mobile app
291,Visit me on facebook name: slifoundation. You won't be sorry!
292,I love seeing Austin friends and in Best Worst Movie
293,"""Now That's What I Call Music, Vol. 42."" Really?"
294,For some reason I think that's because fan pages with timeline on mobile haven't gone over yet...
295,Chad wanted me to post this before the new year. Chad wishes all of you a Happy new year and may 2010 be our best year yet. Chad...
296,Cool. Thanks. We hope and think so. I think anywhere people like living can be a startup hub with some help
297,sure is fantasy points looki nice!
298,Be sure to check out Bandwidthmusic.com! Great indie music online store!
299,Am I a bad person for watching and enjoying New Girl?
300,RT : amendemant has been made to the trade. Nuggets now also getting Kosta Koufos from Minnesota.
301,he did love u!
302,Going to the beach(;
303,Im ready for school /: IM READY IM READY IM READY! Bahaha. Lolol.
304,say Happy Birthday Gabby Heckard? my birthday is in a month
305,Forget the Magic Kingdom. Real magic is Chicago seen from the air on a clear St Patrick's Day evening. It's the Emerald City.
306,Def taking an extra long lunch to enjoy this weather!!
307,RT @ neenjames 
308,Ppl are irritating me today ...
309,I just wanted to make sure you were aware that Andre Miller passed Mo Cheeks for 10th on the All Time Assists list tonight
310,ya me too
311,good interview with Alexandra. I don't think most people appreciate how hard dancers work
312,"Would LOVE to not be working right now and instead be in the SD sunshine! But, hey, I'm grateful I have a job..so thank You, Lord!"
313,Or the one who genuinely loves me. RT : 
314,Fraternity Wars Day 1: Capture the Flag at 6!
315,bad since I'm biting my tongue
316,hahahaahahawh that was such a funny night . Lololol.
317,one more encore pass of Discovery over DC
318,Fridays are even better with a Friday song 
319,aaaaahate snakes! I would not be able to handle that thing.
320,Diet Mountain Dew tastes like pure ass.
321,I like how my room stays at comfortable 17 million degrees :D
322,AP exams over and I had no motivation to go to class this morning.
323,It made me sad :( Especially bc they aren't set to open in new tab/browser. Back button gives error bc of form.
324,"I used to have a back-up plan, then I realized I only had one to indulge those that didn't really believe in me."
325,We will be in Seven Hills this Sunday for the chili cook off and fall fest! Come check out our table and pick up a Cleveland Tee!
326,Curious if Myers-Briggs would predict which forms of social media someone might favor: T/J Twitter? F/P Facebook? E/I? N/S? Thoughts?
327,Don't make excuses! you broke the promise 😔
328,I've never felt so underdressed for an occasion..
329,I can't believe I just clicked that link you sent me. It now feels like Monday morning and my weekend is ruined
330,When you miss 10 or 12 free throws its hard to win a game but nice job OSU.
331,Its lonely in here.
332,Long week of work is over. Relaxing at home with two dogs in lap. Tomorrow is poker day. I feel lucky.
333,Thanks for your dedication to restoring funding to Wisconsin's Technical College System!
334,"Just so I know, what kind of HDD is your 320gb? Make, model, etc."
335,I thought it might be! I could help you steal the Reel'm Inn's recipe for Chicken 'n Jo-Jos.
336,Loving you retweets right now
337,I could start tweeting about how awful R is if you like.
338,"Can't stop editing, this movie is going to be so much fun!"
339,"fun fun, have u had ur sweet 16 yet?"
340,yeah.. but like add stuff If u want.. I had this good idea for gb but forgot it.
341,I'll ride anywhere you can pick
342,C'mon Bucks this is Cincinnata
343,See ya later vermont.
344,come over!!
345,he a wings fan? Lomio was a Nathan's fan for sure
346,Lindsay Wells family still waiting for a dig to bring her home. Family needs local help Simi PD?
347,Tonight! We perform our best crap from the last four years!! 8pm BE THERE OR BE...there. You have no choice.
348,"Love will ask you to step out of your comfort zone, to sacrifice and to compromise. If you cant agree to those, love wont agree with you."
349,I got 1/4 local cow for ~$400 last year. Doing it again. Best decision I've ever made. Beats store-bought meat hands(hooves?)-down!
350,learn about 
351,We will be holding an information session at Trinity Washington University this Thursday at 12 pm. Email to learn more!
352,I know that now -_-
353,"oh, i am ready! strong hearts, we are coming to visit!"
354,"OH skinny guy to skinny guy: If you want to add a little weight, too, avocado is a good source of vegetable fat. Me: Fruit fat."
355,not recently
356,I went black once but I sure as hell won't be going back. People get really upset when you go full on black face.
357,"Paying only $3.44/gallon to fill up made the drive to Montgomery, Texas even better this morning."
358,congrats on your new marketing degree...
359,"Luntz is a worthless, rug wearing slob in a shitty, cheap suit. Total loser, with a face for radio."
360,He loves me :) RT Ben Askren appears to not be Chris Lozano's biggest fan. Related: Not able to properly type twitter handle
361,I agree with that. Certainly the world Zuck is trying to create.
362,"no, that's a packer season tix holder talking who will be at game. Team and fans very tired of national ny lean."
363,Hey Smiley w/some pretty wild english on teh long game today.We're all starting to suspect it's really danish :)
364,I'm just a careless man's careful daughter ❤
365,- I have been unplugged for the most part and this is a little late but thank you for the RT recently. Appreciated.
366,. Mike is doing great! He even made the team flight that night.
367,Commission discusses Assembly districts in So Cal
368,for my demo I just need everyone to have Internet access for a take home quick assignment! Nothing in class will be necessary.
369,Welcome to twitter Jaime and Donna!
370,"You volunteering to host? Also, beer?"
371,"California Burrito King > Chipotle If you have not been, check it out. Normandie / 3rd"
372,RT : Client Profiles to be 'Business of the Game' tonight at Turner Field! Go Braves!
373,damn i forgot that we had a party at the park 2morrow damn but shit fucking with mi folks on the southside 4 mothers day den !last year boi!
374,Yeah ! Such a great game and amazing performances by Terry and JJ.
375,My mom needs too give me some money for some drugs.
376,Tape it! Looks like this is only broadcast scheduled for now. Also available on DVD with 15% off until May 21
377,Long Live Rock!!!!
378,Welcome to Twitter!!!
379,rewinded to see the smith flop. lol he twirls like he's in slow motion wow
380,It's the best! Can't wait to start taking classes in 
381,Happy Thanksgiving!
382,FINAL: 
383,welcome to twitter!!! 😃
384,"An older woman asked me why I died my hair blue earlier today, because she wanted to know if I had lost a bet."
385,So ready for this week to be over... Praying for a snowday
386,Enjoying 'Annie Get Your Gun' at Village Theatre in Issaquah with and my folks.
387,Made it safe and sound!
388,"Thanks for follow, wild picture"
389,Sweet! Thanks
390,why u think he's so bad?
391,"I'll do my very best. We're letting Rhett finish out his senior yr at Riverdale next yr 4 football, then permanately b n Fla."
392,Traveling to Atlanta? Hit the Wisteria Restaurant on Sun - Thurs and get 10% a great meal with you're Diversity Platinum Card!
393,real original.
394,Haha I was right! It did rain while I was in church!!
395,"srsly, how annoying would it be if every time you touched your phone, someone on the other end touched back?! cc/"
396,It's the GGGRREEAAATT NY Mic Off ! Jessi Campbell
397,wow that sounds like great sequencing!
398,hey there
399,let me know what you think! Turns out that rhe original head producer is behind this.
400,will have to check the hotel out next time we visit relatives in boise. Always looking for venues to display healthy chocolate
401,paella bar! Enjoying wine and tapas! Definitely a place to enjoy good Spanish food.
402,That's what he told me.
403,so u get followers for that son of a bitch andre but not me? :stevie:
404,2 year olds birthday party!!! Aaagh! Too much to handle...must...escape...
405,Can you help me? I want to sync my BB with Outlook 2010. DM and 2010 don't like each other. I am not using beta.
406,Anyone know if prednisone can cause nose bleeds?
407,"Thank you Jesus, I love you. John 3:16 <3"
408,Why wasn't I born in the 80s!?
409,Ima Take This One Far.
410,"RT : RT : A2: To get noticed, previous experience. Hard to prove ability and skills on the resume"
411,"this summer , want to read the Patrick Melrose novels by Edward St Aubyn."
412,Steve Harvey is a great Family Feud host
413,must not be tall enough cuz this six footer doesn't have any homework 😏
414,Really a Great great match! Chelsea vs. Napoli
415,"Happy to hear is staying Orlando. A win for the ""small market"" teams in the NBA."
416,What did you do to my Tigers last night?! I guess the shoulder is fine.
417,"The clave will never go out of style. From The Band to , it's so good!"
418,Radio Crystal Awards The theme: Community service is good for business. Here with
419,but guess what
420,I wish people were like money; so you could hold them up to the light to see which ones are real and which ones are fake. ;*
421,"Working, but can't complain. What kind of job? Message me if I can help."
422,"""We are all trapped in prisons of our own creation"" See Vanessa Lunnon in Getting Out (M.Norman) dir. Andrew Hamrick. www.lyrichyperion.com"
423,Big Joe looking super sharp last night at the Cavs game. We need a welcome to Cleveland party for this new DOGS. Get at me
424,"Thanks to Brian at on colonial in Orlando, I'm starting a new gym membership this weekend. Too long dealing with planet fitness!"
425,"Yeah, we may have 3D scanned SNL host Josh Brolin for VFX in upcoming MiB3 movie, and a whole bunch of other stuff too!"
426,Lance Weiler is freaking me out.
427,I'm an old school cataloger cos I trace the hints & the check the file.
428,Expanded my burger horizons at The bison burger w/ goat cheese and blueberry BBQ & fries w/ truffle cream rocked my world.
429,A relationship without trust is like a cellphone with no service & what do you do with a cellphone with no service? You play games.
430,Done! RT : I recommend following ! Highlights some of the most retweeted & interesting tweets.
431,"If you're not watching this Rangers/Red Wings game, than you hate puppies."
432,it will
433,Im deleting twitter. Goodbye. I just cant stand seeing people buy tickets and my mom doesn't get me shit. <\3
434,Yup Man! Let's go MAVS! Here we go! Merry Christmas Bro :-)
435,Nikon announced that total production of NIKKOR interchangeable lenses for Nikon SLR cameras has reached 60 million
436,Thanks for the 
437,In tonight...
438,also just to tell u I also play hockey
439,Unreal. Broncos went from 60:1 odds 2 win the super bowl a few months ago to 7:1 odds today purely based on volume of bets.
440,did you write on my car last night 
441,I love how we have no problem throwing money at big-name free agents like Crawford and Lackey..But don't do the same for guys like Pap..
442,in 
443,That's epic you're moving out soon... where you headed? NYC right? I've been crazy man... JUST finished finals. Graduating May 12th
444,Well if anyone is going to beat us at least it was Chris young.
445,"Stevie Wonder, play it, you are amazing!!"
446,It's goin down tonite at The Bad Monkey! We hit the stage at 11!
447,It’s important to actually remember you chose to be here; every day you choose to be here.
448,good luck getting 
449,GET YO LIFE SHE DNT LOOK LIKE THAT
450,why does everything get boring /=
451,Hope you get better soon. Hoping for the best.
452,that would be awesome! I'll send you my address.
453,Well evidently make hair looks good like this. The lady that used to register to me jus complimented me. She asked if I styled me hair.
454,Finally got my someday justin bieber perfume :)
455,"LA teachers were told, if you want programs restored- teachers need to take furlough days to pay for it."
456,Favorited so we can make sure this issue is addressed.
457,I imagine a lot bloquiaron half moody account but I'm OK I have a little cold but I'm fine and you are telling me :)
458,Hey 
459,We need volunteers who speak Mandarin to help seniors understand and apply for benefits. Please RT.
460,"Exhibitors, please visit our website and sign up for your 2011 booth today!"
461,"""girls directioners hearts""? wow, classy."
462,5 straight 3's?! Are you kidding me?
463,Happy Monday!
464,"retweet your desire for BBQ... if it isn't right after your last tweet, you might still win..."
465,I got Atlanta thinking they seeing ghost.. once again I'm lurking the city wat it do fool
466,6th period..is the most boringest. If thats even a word.
467,Lets go people! Show the real king of comedy some love.
468,"Ahman Green a guest on ""Life After Pro Football: Perspectives and Transition"" panel at St. Norbert's next wk. (h/t )"
469,Happy groundhog day!
470,"my phone is so dead, if it comes out of the charger, it dies. ._."
471,"Also, how come when we regularly tweet, we lose followers, but when we go incommunicado for 3 months we gain 85?"
472,me to get the part they were looking for. I know they wanted some of the actors and actress's in the movie to also go to ...
473,This is making the 
474,i bet you eat a lot of bananas
475,I've been listening to your version of LTWYL it's amazing. thanks!
476,alright then good 😏
477,It turns out that losing a project manager halfway through a project makes things very stressful.
478,Can you contribute any elements of your spiritual growth to your experiences at an HBCU?
479,"Opportunities for digital pub: adding context (linking), indexing, providing access to ephemeral & rare material"
480,U're welcome.GREAT SOURCE OF INFO!My goal is2help people achieve their dream:go2 college.I was helped;now is my turn
481,"yo player, I'm still waiting on your pick for the derby."
482,Best Jordans ever. The 4's are a close second. RT : Jordan cool grey 11's came out today! yea buddyy
