doc_id,text
36,"“Ninety percent of the time we know right off the bat it won’t be accepted,” Janela says of applications coming through Guinness’ Midtown New York office. There are similar offices in London and Tokyo."
37,Run for Hope 5K will be held July 28 at Sandusky Perkins High beginning at 8 a.m. Call Kaylin Schaefer at 419-366-0639. The website is www.jimhausersarcomafoundation.com.
38,"He was a muck-raking columnist for the Jersey Journal, setting the agenda in the Hudson County sports scene for three decades — and always referring to himself in the third person."
39,Follow on Twitter: @marknaymik
40,"""I believe that the Haitian people deserve better from their leaders,"" Clinton said in the statement. ""The current political crisis disrupted progress towards a more prosperous Haiti for too long."""
41,The volunteer gathered her family.
42,"""I started it two years ago to honor my father and recognize the wrestler who shows, during the course of a season, courage, determination and perseverance,"" Edmiston said."
43,"Try chard in this easy quiche with bacon and brie. And for more ideas for using chard, check out the Off the Beaten Aisle column over on Food Network."
44,Q: What time of year has the highest concentration of CO2 in the atmosphere?
45,"Have you noticed how some movies contribute handfuls of quotes, and some have nary a line to be recalled? With that in mind, here are my favorite quotable movies."
46,"""It creates an environment that gives us a place for the butterflies and gardening, but it also teaches people about the environment,"" Goldstein said."
47,"Bolton's ruling found that the Obama administration was likely to prevail at trial in proving that the provisions requiring police to determine immigration status and immigrants to carry documents, along with two other provisions of the sweeping law, were an unconstitutional attempt by Arizona to regulate immigration."
48,Juice of 1 orange
49,"Earning All-CIF accolades is nothing new for Napier (13.7 points last season) and Smith (12 points). As a freshman, Napier was a first-team selection and Smith earned second-team honors during the 2009-10 campaign as a sophomore. The two were also pivotal members of a Bell-Jeff team that captured CIF Southern Section Division V-A and state Division V championships in 2009."
50,"Is there a better symbol of willed American decline? The pity is not Discovery's retirement -- beautiful as it was, the shuttle proved too expensive and risky to operate -- but that it died without a successor. The planned follow-on -- the Constellation rocket-capsule program to take humans back into orbit and from there to the moon -- was suddenly canceled in 2010. And with that, control of manned spaceflight was gratuitously ceded to Russia and China."
51,"- 14 players for OSU made their first career starts, including eight on the defensive side of the ball."
52,"Perez said he although he never witnessed any bullying, ""it was all over Facebook. Everyone was talking about it ... I don’t know who it was, but apparently there was a group of kids terrorizing him."""
53,"But that's the least of it. The United States also has put at risk its greatest asset: the return on its intellectual capital. We have let China learn by doing, South Korea innovate by manufacturing, India build new capabilities in design and research and development -- much of it on the back of initial American innovation."
54,"Monday night: Partly cloudy, with a low around 48."
55,Not recommended: Spicy Greek Feta appetizer was too salty.
56,The case was Florence vs. Board of Chosen Freeholders of Burlington County.
57,"The deputy coroner already at the scene performed necessary duties at the death investigation, Shepherd said."
58,"Colleagues said they were puzzled by Tuesday's killing of Radio DXHM broadcaster Nestor Sapidan Libaton along a remote section of a highway in Mati city. Unlike many other journalists who came under attack after exposing corruption or drug trade, he wasn't handling sensitive topics or calling attention to officials."
59,"New York: This is no secret. In 2011, the city drew more than 50 million visitors (including day-trippers from as close as 50 miles away), a record. The museums, shows and shops are as impressive and inspiring as ever, and more than 45 hotels have opened since January 2010. Among them: the Mondrian SoHo (http://www.mondriansoho.com); the Sanctuary Hotel (132 W. 47th St.); the Nolitan (www.nolitanhotel.com), north of Little Italy; the Hôtel Americano (http://www.hotel-americano.com) in Chelsea; the YOTEL New York (www.yotel.com/Hotels/New-York-City) near Times Square; W New York Downtown (http://www.wnewyorkdowntown.com) in the Financial District; and Andaz Wall Street (newyork.wallstreet.andaz.hyatt.com/). In Brooklyn, openings include the boutique Hotel Williamsburg (http://www.hwbrooklyn.com). All these new rooms probably won't put a big dent in the city's hefty lodging rates, which average roughly $250 a night, but they surely won't hurt."
60,Kids also notice that learning is fun here.
61,Yet contracts with those same promoters with other public venues around the country were quickly released under public records requests made by The Star-Ledger.
62,"Larry Swedroe, director of research at Buckingham Asset Management and the author of several books on investing, says many people focus too much on the idea of income."
63,"As a civilian, Jordan graduated from Cleveland State University and earned a master's degree in taxation from the University of Akron. He became a certified public accountant and tended to be conservative in politics and dress."
64,"Brian Cameron saved five shots while tending the net for Havre de Grace, while fellow Warrior goalie Derek Freels had one save."
65,"“Right now,” manager Ned Yost acknowledged, “we’re going (Luke) Hochevar, (Jonathan) Sánchez and (Danny) Duffy for the next three games. We’ll be straightened out by then. We’ll know what we’re doing.”"
66,"The petition also includes Robert Jarrett's account of what happened the night of Jan. 3, 1991, the last time his wife was seen. That account went as follows:"
67,When: 10 a.m. to 2 p.m. April 21
68,"Maricopa County Sheriff Joe Arpaio also is named as a defendant in a separate lawsuit filed by the National Coalition of Latino Clergy and Christian Leaders, but he is not part of the Border Sheriffs group. None of the other four Senate Bill 1070 lawsuits name any sheriffs as defendants."
69,"An example of the drama: The title of the show, originally ""Are You There, Vodka? It's Me, Chelsea,"" needed a little tweak."
70,"After the game, after Matthews did a live interview with NBATV and after teammates heaped praise on him, Matthews deflected attention off of himself."
71,"“I go out to the sites and hang out,” she said. This puts people at ease and turns photography into a fun event, she explained. It can also add an extra dimension to the pictures of family and friends, products and activities."
72,"The S&P 500 fell less than one point to 1,398. The Dow Jones industrial average fell 15 points to 13,060. The Nasdaq rose 12 points to 3,080."
73,"Yes, the third-tallest building in Cleveland at the time was constructed for one purpose only: to house a businessmen's club."
74,"“Special project became a bad phrase, because everybody looked at them and said, ‘That’s pork,’” said Rep. Ben Harbin, R-Evans, former House budget chairman. “They look at bonds, and they think, ‘These are all necessary. I don’t fault anyone for putting stuff in there to help their communities.’ But there should be some openness and transparency. Part of that is lacking now.”"
75,"Senate Appropriations Committee Chairman Daniel Inouye, D-Hawaii, initially proposed an $8 billion cut from Obama's budget but upped the ante in response to GOP protests, proposing that the $6 billion additional in additional cuts come from the Pentagon budget."
76,"Tickets: $15. Tickets are available at mesamuseum.org and at the Mesa Historical Museum, 2345 N. Horne. Tour tickets include admission to the museum, Mitten House (built in 1936 for Mesa Journal Tribune publisher Charles Mitten) and the historic Irving School."
77,Blubaugh said the government violated his plea agreement and increased his sentence by using information about unsold tickets that he gave them after his guilty plea. Blubaugh and his wife had stored the so-called “deadwood tickets” in a Lenexa storage unit.
78,SAN FRANCISCO (USA TODAY) — Having kids may not make us miserable after all.
79,The agreement also sets up a strict template for the structure of union contracts -- requiring that they hold benefit costs down and wipe away cumbersome work rules that prevent efficiencies.
80,"Located 150 yards off the Burlington City mainland on one side and Bristol, Pa., on the other, “the island is so close but so far,” Robbins said. “We’re trying to bring it close to the people who live here.”"
81,"The aging and sometimes foul-smelling golf clubhouse at the Hobbit's Glen Golf Club in Harper's Choice will be replaced with a new building, the crown feature of a nearly $5.9 million project expected to begin next year."
82,But this much became a given: The fourth quarters would be an adventure.
83,"The bill's many provisions include one authorizing car dealers to jack-up the so-called document preparation charge to $75 from the current $45, and raise it annually as the cost of living increases."
84,"But in Minnesota, that doesn't matter. The length of a prisoner's supervised release, a time when criminals are supposed to adjust to life outside prison under the watchful eyes of corrections officials, is set using the same formula for every offender. Regardless of their likelihood to succeed, most offenders spend two-thirds of their sentence behind bars and one-third in the community."
85,"Without getting into any fiery debates or touching on explosive bills, Adams and Rick Sullivan, president of the district's Special Administrative Board, showed members of the House and Senate education committees data that suggest children are learning more, behaving better and missing less school than in 2007, when the district lost accreditation."
86,Her goal: “It's all about always being the best I can be.”
87,"For Underground Railroad pioneer Harriet Tubman, organizers made an exception to the rule all inductees must live in New Jersey for at least five years. Booker presented Tubman's award to the head of the Harriet Tubman Home in Auburn, N.Y."
88,"This is in regard to Steve Pokin, the columnist who left the Suburban Journals. It's really a shame. He was really good-hearted to the senior citizens and all the people in St. Charles (County). I thought he did a wonderful job. We're really going to miss him. Thank you very much. And Steve, may God speed. We love you."
89,"NEW YORK -- Citigroup Inc. has long boasted of its international scope. It has a presence in 140 countries, more than any other U.S. bank."
90,At least another half dozen counties use the state-of-the-art medical examiner's office on a referral basis.
91,"Romans, now 0-for-4 in his quest to win the Derby on his hometown track, was philosophical about the near-miss."
92,"Oakland police attorney Harry Stern said the shooting was ""100 percent"" in line with police policy. Oakland civil rights attorney John Burris said the family has retained him to investigate the shooting."
93,"Pinkel said MU has yet to decide how much to rotate its tailbacks this season. But asked about junior Kendial Lawrence, he said: ""He's had as good a camp as you can have."" ... Pinkel said ""it's kind of looking"" as if MU will play few if any true freshmen, simply because of its depth at most spots. Among the possible exceptions are quarterback Corbin Berkstresser, who is in the hunt to back up sophomore James Franklin. Berkstresser, incidentally, has shaped up, going from 242 pounds to 224 since camp started."
94,"""If we tried to get all communities to sign on for revenue sharing without precursor, it would be dead on arrival,"" he said."
95,"Buy low, sell high"
96,"Packers 24, Steelers 17."
97,"CORVALLIS – Some good things for Oregon State disappeared Sunday: Sunshine, first place and a noteworthy streak against Arizona."
98,Is the cartoonist a ten year old boy who just learned some pig Latin? asked the emailer. He wrote that craftily exchanging the first letters of words to disguise a statement that wouldn't have been printed otherwise should have been rejected by editors.
99,"""Don't call 911 unnecessarily,"" he said. ""Legitimate emergency calls can't get through."""
100,"Darryl Williams, 34, pleaded guilty last year to sexual assault and witness tampering."
101,"Ryan also kept money that should have gone to other state agencies. Altogether, auditors found, the Strike Force failed to turn over $290,000 owed to the state attorney general's office, which is entitled to 20 percent of all forfeited property."
102,"JEERS . . . to Japan for excluding fuel-efficient American imports from its version of ""Cash for Clunkers."" Toyota, Honda and Nissan were big winners in the U.S. program. How about a level playing field?"
103,City survey
104,Q Is the pursuit of acting success worth all the pain and craziness and the rejections?
105,"Lynn Peterson, chairwoman of the Clackamas County Board of Commissioners, said the construction projects were one-time expenses approved before the economy tanked."
106,"It could be some time, too, before well-known Marvel characters appear in Disney's theme parks because Marvel already has an arrangement in place with Universal."
107,"Crichton strikes again: Yet another forced fumble by defensive end Scott Crichton helped OSU put the game away in the fourth quarter. On the first play from scrimmage after the Beavers had taken a 24-14 lead, Crichton poked the ball out of Montana’s grasp, and Andrew Seumalo recovered the ball."
108,Another generation of troopers is right behind — 253 are within five years of mandatory retirement.
109,"What’s happening is flat embarrassing for a school that has produced the likes of Bill “Earthquake’’ Enyart, Steven Jackson, Ken Simonton, Yvenson Bernard, and Jacquizz Rodgers."
110,"Hundley, who was a redshirt as a freshman in 2011, took a big step toward winning the job Saturday. He ran the first team almost exclusively, getting a large chunk of reps as UCLA coaches wanted to get a look at his decision-making abilities."
111,"Niagara won the battle to get water for its Groveland bottling operation, and then the company that wants residents to believe it's a good neighbor went after taxpayers for attorney fees. If that's a good neighbor, how does a bad one act?"
112,"As city officials prepare to install two more of the solar-powered Loos by January, they and business people near the two current Loos, like Josephson, are praising their popularity and effectiveness. No statistics yet chart the success of the Loos, but Anna DiBenedetto, staff member for Commissioner Randy Leonard, said feedback has been positive and has spurred officials to install more next year."
113,"Obama, who is scheduled to arrive in El Salvador today after his visit to Brazil and Chile, is expected to announce a new package of funds to help Central America fight criminal bands, U.S. officials tell me. Officials declined to elaborate on the amount and scope of the aid package."
114,Dick Seltz had faced much tougher. He was in combat with the Army's First Battalion for seven invasions in the Pacific.
115,Then it was my turn. No wetsuit. Slide my toes into the fins. Pull the mask over my head and check my air flow as I put the regulator in my mouth.
116,Hundreds of street parties are planned as Britons celebrate part of the heritage that makes them unique -- and overseas visitors come to witness traditions they've admired from afar.
117,"Fernandez has sought out younger loyalists to counter the Peronist party veterans who might challenge her power since the death in October 2010 of her husband and confidant, former president Nestor Kirchner. Many have ties to ""La Campora,"" a political movement organized by her son Maximo Kirchner whose members came of age during 2001 and 2002 and who blame the free-market principles in vogue then for Argentina's disastrous economic collapse."
118,"""If you follow too many people in comparison to how many followers you have, it's not cool,"" Oliver said."
119,"Ken, eyes on the Cup"
120,"He cited the slow but gradual economic recovery in the United States, continued improvement in overall automotive demand and specific auto sales gains for his optimism."
121,"Both dancers prefer hard-shoe dancing. Hard shoes are made entirely from leather with a fiberglass tip at the toe and heel. The shoes are stitched to the sole, not glued on, and when the dancer performs their quick, intricate footwork, hard shoes have a tap effect. (The Irish ""soft shoe"" is similar to a ballet slipper.) Irish shoes are purchased at competitions."
122,"""He had a very traumatic childhood, and he told me amazing things about how those early experiences fed into his books. For instance, the wild things were patterned after some of his relatives who survived the Holocaust. He was frightened of them as a child."
123,"“I am of the opinion that most people really like the work that the fire department does,” Hoffman said. He said he is “not threatened” by the proposal to move the fire elections to November."
124,"The Metropolitan Opera received $50,000 for its ""Great Performances at the Met"" telecasts. That's $100,000 less than last year."
125,"If you have been diagnosed, you can see it as an opportunity to learn new ways of cooking, Bast said. The interest in gluten-free cooking might push food makers into exploring new ingredients."
126,"""There's no reason why he can't compete for a state championship, assuming he makes it that far,"" Becker said. ""If he manages to get to Springfield there's no reason why he wouldn't have as good a chance as anyone else. There are other strong players around the state but he's not an individual who would back down from playing the best. He wants a chance to see where he stacks up."""
127,"State Sen. Gerald Cardinale (R-Bergen), a panel member, said he planned to schedule interviews for the middle of this month. ""Just because a hearing isn’t scheduled doesn’t mean there’s a hold,"" he said."
128,"After sitting out practice Wednesday with an upper-body injury, Blues goaltender Brian Elliott backed up Jaroslav Halak in Game 1."
129,The researchers say six times as many may lie in unmarked graves.
130,The beauty of this all-in-one-pan egg dish is that you can add whatever you like best. Mix in red peppers and artichoke hearts. Try some spinach and sautéed Italian sausage with handful of sliced mushrooms.
131,"De la Madrid is survived by his wife, Paloma Cordero; five children; and several grandchildren."
132,"The pact calls for a chief financial officer, a program manager and a nine-member board to oversee spending."
133,"Almost everyone these days has old CD or DVD discs they no longer need. Glue two of the discs together, shiny sides out. Drill an eighth-inch hole about a quarter inch from the edge. String heavy nylon fishing line or light wire through the hole and hang the discs from the eaves in front of the window at an appropriate height."
134,"Guatemala's Nobel laureate, Rigoberta Menchu, went to the site of the killing and wept as she spoke to television reporters. ""He was a master,"" she said. ""I can't help but think he was killed for his ideals, because why else would he be killed here in Guatemala. He loved Guatemala."""
135,øResults missed analysts' expectations.
136,"But if Democrats get enough petition signatures to place the issue on the ballot, assuming SB 5 becomes law, the statute could not be implemented until Ohioans have a chance to vote on it. That would make it difficult for the governor to plan a budget with SB 5 included."
137,"To be clear, Friday morning marked the beginning of rookie minicamp for the Vikings, three days for coaches to assess their 10 draft picks, their 15 undrafted free agents and nearly four dozen others who are present on a tryout basis."
138,"Said Gingrich: “Back in 1993, the last time we tried to fix Social Security, if we had adopted a Chilean model, where people have a personal account, there would be $16 trillion in savings by today. That's how much the buildup would have been just based on what's happening in Chile, which is not a theory. It's actually happening.”"
139,MINNEAPOLIS - The drought is officially over for nearly all of Minnesota.
140,"After graduating from the University of Wisconsin in 1990, Shadid joined the AP, working in Milwaukee, Cairo and Los Angeles. He moved to the Globe in 2001 and was with the Washington Post from 2003 until he went to the New York Times. Most recently, he was the Times' bureau chief in Beirut."
141,"Artists: Lionel Bringuier, conductor; Alisa Weilerstein, cello"
142,"Sitting beside veterans such as senior defensive end Dion Jordan, Armstead has both pored over mistakes he's made in practice and studied the successful defensive ends of Oregon's recent past."
143,"""I didn't know why,"" she said."
144,"The guarantee is what sold Ed. Under the terms of the contract, if after one year, the 30% savings wasn't achieved, Green Monster would pay him the difference between the actual savings and 30%. A year later, Ed's electric bill turned out to be higher!"
145,"The plane is registered to Air Unique Inc., and state records show that the company is owned by Doug Bourn of Santa Clara. A Tesla spokesman has said Bourn is a senior electrical engineer at the company."
146,"Recognizing the problems in the fire response, Gov. John Hickenlooper has proposed consolidating fire and emergency management functions in a single state department to streamline the chain-of-command and quicken decisionmaking. Jefferson County authorities also have announced changes to evacuation procedures to give residents earlier warning when danger is looming."
147,"""It's the only part of the mine act that had teeth, where you could shut a mine down,"" Oppegard said Tuesday. ""It's toothless now."""
148,"The roll call of deceased husbands testified to seven decades of war and service: Two killed in World War II, one in Korea, 23 in Vietnam, one in Somalia and another in Bosnia. Thirty-three had service disabilities, including 10 from Agent Orange poisoning during Vietnam. And six were killed in action in Iraq and Afghanistan."
149,"What's that? Oh, yes, there are indeed actors in this movie, though they are all supporting players in Kahn's glib ego-fest. Josh Hutcherson, who occasionally veered into blandness as Peeta in ""The Hunger Games,"" is consistently bland as the skateboarding Clapton Davis, who for some reason thinks it's clever to say, ""Clapton don't dance"" whenever he's asked to dance."
150,“Ten years!” he says.
151,"Steven Lund of Mentor, another regular, says the benefits go further than that."
152,"Mezcal has had a bad rap in much the same way Chianti did years ago because of the ubiquitous straw-covered bottle. German wines suffered from Blue Nun; Portuguese wines came in a brown crock, and Greek wines tasted like pine resin."
153,"""We could always tell when Paul was speaking to him (Salazar),"" Paula Sandoval said. ""Even when he was really sick he had a smile on his face."""
154,"You can elect school board members and vote for or against the districts’ budgets in the Delsea Regional, Franklin, Greenwich, Paulsboro and Monroe school districts."
155,Spain began to emerge from a near two-year recession last year. It had two successive quarters of growth in 2011 before posting zero growth in the third period.
156,"U.S. Rep. Tim Ryan, a Niles Democrat, said money for the study would be better spent elsewhere, like on early-childhood education."
157,"Cook time: 1 hour, 45 minutes"
158,"""We feel it's a natural transition for us,"" said CEO John Marick."
159,"On Team Blake, former backup singer Jermaine Paul was saved by America's votes, leaving country singer RaeLynn and powerhouse Erin Willett."
160,"Stoops, 41-50 at UA, was fired when the team was 1-5 and had lost 10 consecutive games against FBS teams."
161,"""We didn't want too much a departure from the adobe sensibilities,"" Miller said."
162,"Matey and Beekman are a classic example of how work in the classroom can get a player just as much attention as can work at a combine -- the only difference being that 4.5 means GPA, not 40-yard-dash times."
163,FOOD AND MEDICINE
164,Direct Buy Lighting
165,LaGace asked school administrators to state their preference by early March. He said the vast majority chose the iPad.
166,"""John Wooden is a great influence on improving children's lives,"" Chang said. ""They look at themselves differently and have more confidence in themselves."""
167,"""We agree that there were some problems, and we're moving forward to change them,"" said Imagawa, who founded UCI's liver transplant program in 1994, left in 2002 and only recently returned."
168,But it's a significant change in a case that affects both electricity ratepayers and the Northwest's storied runs of wild salmon.
169,"""We can't get frustrated. You've got to tip your hat to them. They kicked our butt in every facet of the game,"" Mavs guard Jason Terry said. ""We've got to come out with pride and execute our game plan. We haven't done that in this series."""
170,"""I will consider all the different ideas that Democrats and the Republicans in the Legislature have regarding tax cuts, but all of them have to be figured out in the context of a balanced budget,"" Christie said Wednesday."
171,REVIEW The Fighter
172,There have been some big changes in the amusement park industry in recent years. Here are some notable events that preceded Cedar Fair's announcement last month that it would be acquired by Apollo Global Management:
173,"Good meat always trumps everything else on a taco; Natiello uses prime beef for his carne asada, and the chicken and pork are hormone-free. The prices reflect that; the pork or chicken tacos are $2.75 each and $5.25 for two, while the carne asada tacos are $3.50 and $6.75."
174,"Whatever the legal outcome, emotions over the decision to pull out of the project are still raw."
175,"Though he shares a famous football name with the owner of the Dallas Cowboys, the retired pharmacist responsible for ""The Drugstore List"" claims no proprietary information about the NFL Draft. The strength of his rankings lies in his research, his contacts, his core belief that broad consensus trumps his own individual opinion and, at the risk of amateur psychology, a clearly compulsive personality."
176,"Vandals broke every window of Knappa High School early this morning, prompting school officials to cancel classes today at the high school and the adjacent elementary school."
177,Achievement in directing
178,"Day 11 in the trial of Hemy Neuman, charged in the Nov. 18, 2010 death of Dunwoody businessman Rusty Sneiderman, ended Thursday in DeKalb Superior Court. Both the defense and prosecution wrapped up their cases. When court resumes Friday, a rebuttal witness for the prosecution, psychiatrist Pamela Crawford, will resume her testimony."
179,"A management plan drafted by the Oregon Department of Forestry would increase the Elliott's timber harvest to 40 million board feet per year, compared to 25 million board feet under a plan adopted in 1995."
180,"WILLIAMSTOWN — Downer United Methodist Church, 2226 Fries Mill Road: Palm Sunday at 10 a.m. Holy Thursday evening communion service at 6. Sunrise Service Easter Sunday at 6 a.m. Rev. Jim Hughes will be portraying “Thomas” at Easter Sunday services at 8 and 10 a.m."
181,"Huey Scott, who lives next door, said Daniels was ""an all-right dude. Damn, I hate that that happened."""
182,The nature classroom is free and open to the public regardless of residency from dawn until dusk. It's available for programs for all schools around the area and organizations such as the Girl Scouts and Boy Scouts. It's geared to children ages 2 through 12.
183,"St. Joseph itself was at the center of such discord in the 1990s when it shelved merger talks with Greater Baltimore Medical Center because of an outcry from women's groups that feared the deal would curtail abortions and other reproductive services. More recently, Kentucky Gov. Steve Beshear turned down a chance to merge a public hospital in Louisville with Catholic Health Initiatives after public opposition that the deal would have led to fewer women's services such as contraception."
184,"Monica Hill Carraway, who works in employee relations for the city of Sacramento, was so excited she began dialing up co-workers and leaving voice mails so they could hear the sounds of the historic event."
185,"But Young is on solid ground when he suggests that allegations surrounding a short sale that reportedly saved Hathaway and her husband hundreds of thousands of dollars are serious ones that require a swift, public response from the court's newest Democratic justice, whose current term won't be up until 2016."
186,"The DVD and Blu-ray editions come with only minimal extras — deleted scenes, a couple of short features and an ""Ultraviolet"" digital copy for portable devices."
187,"This year, it’s harder than ever to say."
188,"The city collected $2.28 million from the food tax for February, up 5.7 percent from the $2.16 million collected in February 2011."
189,"""Part memoir, part lies,"" as one review astutely put it. ""A novel like no other,"" effused T.C. Boyle, ""…firmly grounded and soaring at the same time."""
190,"The curatorial goal, says museum Director Harry Parker, is for the viewer to perceive parallels and draw original conclusions from the intermingled displays."
191,"Two weeks later, another scan detected five cysts, possible signs of a birth defect, in Baby A's gestational sac. Danielle thought of abortion, but only briefly; she knew she couldn't, because of Jonathan."
192,"""He has a combination of outstanding talent, great competitiveness, but also he's an extremely smart player. When you have intelligence, talent and competitiveness, you have a chance to be one of the best. He's one of the best right now."""
193,"In today's opinion, U.S. District Judge Susan Wigenton wrote that the law doesn't prevent any physician from accepting direct payment and that a patient can't claim future harm when he or she could obtain insurance through an employer."
194,"According to police, at about 12:15 a.m. on Sunday, April 29, police saw a Chrysler make an illegal left turn into the Quick Chek off Main Street. The officer stopped the vehicle in the parking lot. While talking to the driver, Megan Rosata, he saw a bottle of Isla De Rico rum on the floor, police said. Rosata told police that there was more alcohol in the trunk, police said."
195,"""But there are always environmental risks in these types of operations,"" he told reporters."
196,"Fordham Prep 9, Salesian 5: Vinny Capone had three RBIs on a bases-clearing triple and Andrew Velazquez had a two-run double with three stolen bases for Fordham (5-0). Pat O’Shea picked up the win on the mound and A.J. Pinto got the save with 2-1/3 innings of solid relief. Salesian is 1-5."
197,"July 1, 2008"
198,"Fischer sat just off the pace in the 1,600, waiting until the third lap to make a move to the front of the pack. She created a little separation over the final 400 meters until Samantha Brolaski of Mark Twain pulled even with Fischer with 100 meters remaining."
199,"And he was, well, different."
200,"In a statement, UnitedHealth CEO Stephen Hemsley called Mikan ""an extraordinary talent who has made numerous contributions of incalculable value to our enterprise over the years. ... While we will miss him as a friend and colleague, we understand his desire to move in a new direction."""
201,"""That would probably be the largest support order in the history of the Family Court,"" said Support Magistrate Matthew Troy at the hearing in Manhattan Monday. Though he quickly dispatched Evangelista's request for $7,500 in monthly vacation expenses -- monthly -- he appeared to be taking her lawyer's arguments seriously, the Post reports."
